;200;244,9489743;450;519,6152423;583,0951895;1303,840481;1805,547009;1802,775638;1392,838828;648,0740698;1034,408043;953,9392014;678,2329983;509,9019514;927,3618495;4688,283268;4884,669897;4838,388161;4817,675788;4441,846463;5100;5103,920062;5204,805472;5410,406639;5224,940191;5423,098745;5360,037313;787,4007874;4640,043103;1667,3332
200;;141,4213562;350;331,662479;424,2640687;1104,536102;1702,938637;1700;1208,304597;547,7225575;866,0254038;768,1145748;509,9019514;374,1657387;812,4038405;4654,030511;4851,803788;4817,675788;4805,205511;4419,275959;5103,920062;5100;5200,96145;5403,008421;5209,606511;5408,326913;5315,072906;648,0740698;4618,441296;1516,575089
244,9489743;141,4213562;;229,1287847;300;374,1657387;1104,536102;1788,854382;1791,647287;1272,792206;663,3249581;943,3981132;830,6623863;600;489,8979486;916,515139;4558,508528;4756,04878;4721,228654;4708,502947;4323,193264;5004,997502;5000,9999;5100;5301,179114;5108,81591;5309,425581;5218,23725;748,3314774;4522,167622;1476,482306
450;350;229,1287847;;287,2281323;250;1030,776406;1803,46888;1817,278185;1300,961183;844,0971508;1030,776406;884,5903006;715,8910532;657,6473219;1073,545528;4348,850423;4546,702102;4516,912662;4508,048358;4118,555572;4811,70448;4803,384224;4901,275344;5100;4904,334817;5106,123774;5003,248944;890,2246907;4317,696145;1300,961183
519,6152423;331,662479;300;287,2281323;;223,6067977;806,2257748;1676,305461;1679,285562;1024,695077;640,3124237;748,3314774;600;458,2575695;458,2575695;830,6623863;4522,167622;4721,228654;4705,316142;4705,316142;4305,810028;5025,932749;5009,99002;5108,81591;5304,007919;5100;5300,943312;5163,332257;640,3124237;4505,55213;1268,857754
583,0951895;424,2640687;374,1657387;250;223,6067977;;824,6211251;1593,737745;1609,347694;1104,536102;812,4038405;900;728,0109889;616,4414003;616,4414003;1009,950494;4319,722213;4518,849411;4502,221674;4502,221674;4102,438299;4825,971405;4809,365863;4910,193479;5106,123774;4901,020302;5100;4964,876635;812,4038405;4302,324953;1104,536102
1303,840481;1104,536102;1104,536102;1030,776406;806,2257748;824,6211251;;1529,705854;1532,970972;583,0951895;1086,278049;728,0109889;574,4562647;812,4038405;989,9494937;1067,707825;4518,849411;4718,050445;4752,893855;4786,439178;4357,751714;5166,236541;5119,570294;5218,23725;5395,600059;5163,332257;5360,037313;5100;927,3618495;4555,21679;948,6832981
1805,547009;1702,938637;1788,854382;1803,46888;1676,305461;1593,737745;1529,705854;;100;1334,166406;1637,070554;1526,433752;1459,451952;1509,966887;1574,801575;1661,324773;4713,8095;4905,099387;4920,36584;4940,647731;4539,823785;5315,072906;5281,098371;5404,627647;5594,863716;5368,426213;5530,822724;5324,471805;1574,801575;4729,693436;1529,705854
1802,775638;1700;1791,647287;1817,278185;1679,285562;1609,347694;1532,970972;100;;1300;1603,121954;1489,966443;1435,270009;1486,606875;1552,41747;1615,549442;4809,365863;5000,9999;5015,974482;5035,871325;4634,652091;5409,251335;5375,872022;5499,090834;5689,683647;5463,515352;5626,721959;5420,332093;1539,480432;4824,935233;1590,597372
1392,838828;1208,304597;1272,792206;1300,961183;1024,695077;1104,536102;583,0951895;1334,166406;1300;;927,3618495;458,2575695;458,2575695;734,8469228;927,3618495;787,4007874;5019,960159;5219,19534;5250,714237;5281,098371;4854,894438;5659,505279;5616,938668;5721,013896;5902,753595;5670,978752;5862,593283;5608,029957;734,8469228;5052,722039;1400
648,0740698;547,7225575;663,3249581;844,0971508;640,3124237;812,4038405;1086,278049;1637,070554;1603,121954;927,3618495;;500;538,5164807;282,8427125;200;282,8427125;5124,45119;5323,532662;5303,772242;5300;4904,079934;5615,158057;5604,462508;5707,013229;5906,140872;5704,384279;5901,694672;5771,481612;200;5103,920062;1760,681686
1034,408043;866,0254038;943,3981132;1030,776406;748,3314774;900;728,0109889;1526,433752;1489,966443;458,2575695;500;;200;360,5551275;538,5164807;360,5551275;5100;5300;5308,483776;5323,532662;4909,175083;5672,741841;5644,466317;5746,303159;5935,697095;5717,516944;5914,389233;5714,892825;300;5108,81591;1565,247584
953,9392014;768,1145748;830,6623863;884,5903006;600;728,0109889;574,4562647;1459,451952;1435,270009;458,2575695;538,5164807;200;;300;500;500;4900;5100;5108,81591;5124,45119;4709,564736;5475,399529;5446,099522;5547,972603;5736,941694;5518,151865;5714,892825;5515,432893;360,5551275;4909,175083;1374,772708
678,2329983;509,9019514;600;715,8910532;458,2575695;616,4414003;812,4038405;1509,966887;1486,606875;734,8469228;282,8427125;360,5551275;300;;200;400;4909,175083;5108,81591;5100;5103,920062;4700;5434,151268;5415,717866;5518,151865;5713,361532;5504,543578;5701,754116;5545,268253;200;4900;1489,966443
509,9019514;374,1657387;489,8979486;657,6473219;458,2575695;616,4414003;989,9494937;1574,801575;1552,41747;927,3618495;200;538,5164807;500;200;;447,2135955;4925,444142;5124,45119;5103,920062;5100;4704,253395;5415,717866;5404,627647;5507,267925;5706,356105;5504,543578;5701,754116;5574,047004;282,8427125;4904,079934;1593,737745
927,3618495;812,4038405;916,515139;1073,545528;830,6623863;1009,950494;1067,707825;1661,324773;1615,549442;787,4007874;282,8427125;360,5551275;500;400;447,2135955;;5308,483776;5508,175742;5500;5503,635162;5100;5831,809325;5814,636704;5916,924877;6112,487219;5904,235768;6101,639124;5942,221807;200;5300;1849,324201
4688,283268;4654,030511;4558,508528;4348,850423;4522,167622;4319,722213;4518,849411;4713,8095;4809,365863;5019,960159;5124,45119;5100;4900;4909,175083;4925,444142;5308,483776;;200;360,5551275;538,5164807;360,5551275;1034,408043;866,0254038;943,3981132;1030,776406;748,3314774;900;728,0109889;5108,81591;300;3627,671429
4884,669897;4851,803788;4756,04878;4546,702102;4721,228654;4518,849411;4718,050445;4905,099387;5000,9999;5219,19534;5323,532662;5300;5100;5108,81591;5124,45119;5508,175742;200;;300;500;500;953,9392014;768,1145748;830,6623863;884,5903006;600;728,0109889;574,4562647;5308,483776;360,5551275;3826,225294
4838,388161;4817,675788;4721,228654;4516,912662;4705,316142;4502,221674;4752,893855;4920,36584;5015,974482;5250,714237;5303,772242;5308,483776;5108,81591;5100;5103,920062;5500;360,5551275;300;;200;400;678,2329983;509,9019514;600;715,8910532;458,2575695;616,4414003;812,4038405;5300;200;3869,108424
4817,675788;4805,205511;4708,502947;4508,048358;4705,316142;4502,221674;4786,439178;4940,647731;5035,871325;5281,098371;5300;5323,532662;5124,45119;5103,920062;5100;5503,635162;538,5164807;500;200;;447,2135955;509,9019514;374,1657387;489,8979486;657,6473219;458,2575695;616,4414003;989,9494937;5303,772242;282,8427125;3910,242959
4441,846463;4419,275959;4323,193264;4118,555572;4305,810028;4102,438299;4357,751714;4539,823785;4634,652091;4854,894438;4904,079934;4909,175083;4709,564736;4700;4704,253395;5100;360,5551275;500;400;447,2135955;;927,3618495;812,4038405;916,515139;1073,545528;830,6623863;1009,950494;1067,707825;4900;200;3477,06773
5100;5103,920062;5004,997502;4811,70448;5025,932749;4825,971405;5166,236541;5315,072906;5409,251335;5659,505279;5615,158057;5672,741841;5475,399529;5434,151268;5415,717866;5831,809325;1034,408043;953,9392014;678,2329983;509,9019514;927,3618495;;200;244,9489743;450;519,6152423;583,0951895;1303,840481;5632,938842;787,4007874;4311,612227
5103,920062;5100;5000,9999;4803,384224;5009,99002;4809,365863;5119,570294;5281,098371;5375,872022;5616,938668;5604,462508;5644,466317;5446,099522;5415,717866;5404,627647;5814,636704;866,0254038;768,1145748;509,9019514;374,1657387;812,4038405;200;;141,4213562;350;331,662479;424,2640687;1104,536102;5615,158057;648,0740698;4255,584566
5204,805472;5200,96145;5100;4901,275344;5108,81591;4910,193479;5218,23725;5404,627647;5499,090834;5721,013896;5707,013229;5746,303159;5547,972603;5518,151865;5507,267925;5916,924877;943,3981132;830,6623863;600;489,8979486;916,515139;244,9489743;141,4213562;;229,1287847;300;374,1657387;1104,536102;5717,516944;748,3314774;4360,045871
5410,406639;5403,008421;5301,179114;5100;5304,007919;5106,123774;5395,600059;5594,863716;5689,683647;5902,753595;5906,140872;5935,697095;5736,941694;5713,361532;5706,356105;6112,487219;1030,776406;884,5903006;715,8910532;657,6473219;1073,545528;450;350;229,1287847;;287,2281323;250;1030,776406;5912,909605;890,2246907;4534,589287
5224,940191;5209,606511;5108,81591;4904,334817;5100;4901,020302;5163,332257;5368,426213;5463,515352;5670,978752;5704,384279;5717,516944;5518,151865;5504,543578;5504,543578;5904,235768;748,3314774;600;458,2575695;458,2575695;830,6623863;519,6152423;331,662479;300;287,2281323;;223,6067977;806,2257748;5704,384279;640,3124237;4294,182111
5423,098745;5408,326913;5309,425581;5106,123774;5300,943312;5100;5360,037313;5530,822724;5626,721959;5862,593283;5901,694672;5914,389233;5714,892825;5701,754116;5701,754116;6101,639124;900;728,0109889;616,4414003;616,4414003;1009,950494;583,0951895;424,2640687;374,1657387;250;223,6067977;;824,6211251;5901,694672;812,4038405;4482,186966
5360,037313;5315,072906;5218,23725;5003,248944;5163,332257;4964,876635;5100;5324,471805;5420,332093;5608,029957;5771,481612;5714,892825;5515,432893;5545,268253;5574,047004;5942,221807;728,0109889;574,4562647;812,4038405;989,9494937;1067,707825;1303,840481;1104,536102;1104,536102;1030,776406;806,2257748;824,6211251;;5743,692192;927,3618495;4210,700654
787,4007874;648,0740698;748,3314774;890,2246907;640,3124237;812,4038405;927,3618495;1574,801575;1539,480432;734,8469228;200;300;360,5551275;200;282,8427125;200;5108,81591;5308,483776;5300;5303,772242;4900;5632,938842;5615,158057;5717,516944;5912,909605;5704,384279;5901,694672;5743,692192;;5100;1667,3332
4640,043103;4618,441296;4522,167622;4317,696145;4505,55213;4302,324953;4555,21679;4729,693436;4824,935233;5052,722039;5103,920062;5108,81591;4909,175083;4900;4904,079934;5300;300;360,5551275;200;282,8427125;200;787,4007874;648,0740698;748,3314774;890,2246907;640,3124237;812,4038405;927,3618495;5100;;3672,873534
1667,3332;1516,575089;1476,482306;1300,961183;1268,857754;1104,536102;948,6832981;1529,705854;1590,597372;1400;1760,681686;1565,247584;1374,772708;1489,966443;1593,737745;1849,324201;3627,671429;3826,225294;3869,108424;3910,242959;3477,06773;4311,612227;4255,584566;4360,045871;4534,589287;4294,182111;4482,186966;4210,700654;1667,3332;3672,873534;
